"Town","FIPS","Year","Year Submitted","Town Profile Year","Entry","Rank","Variable","Measure Type","Value"
"Barkhamsted","0900502760",2014,2014,2016,"Sterling Engineering Corporation",4,"Percent of Total Grand List","Percent",0.45
"Barkhamsted","0900502760",2014,2014,2016,"Retional Refuse Disp Distr #1",5,"Percent of Total Grand List","Percent",0.34
"Barkhamsted","0900502760",2014,2014,2016,"Rocktree LLC",6,"Percent of Total Grand List","Percent",0.27
"Barkhamsted","0900502760",2014,2014,2016,"Property Owner",7,"Percent of Total Grand List","Percent",0.25
"Barkhamsted","0900502760",2014,2014,2016,"Cesana Fred A. Trustee",8,"Percent of Total Grand List","Percent",0.25
"Barkhamsted","0900502760",2014,2014,2016,"Boulder Village Properties LLC",9,"Percent of Total Grand List","Percent",0.23
"Barkhamsted","0900502760",2014,2014,2016,"VKRE Foxridge Limited Partnership",10,"Percent of Total Grand List","Percent",0.23
"Beacon Falls","0900903250",2013,2014,2016,"Two North Main LLC",1,"Grand List Value","Number",11133280
"Beacon Falls","0900903250",2013,2014,2016,"Connecticut Light & Power",2,"Grand List Value","Number",9452330
"Beacon Falls","0900903250",2013,2014,2016,"AM Alexandria LLC",3,"Grand List Value","Number",4435050
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Enterprises Inc.",4,"Grand List Value","Number",3429730
"Beacon Falls","0900903250",2013,2014,2016,"Aquarion Water Co of CT",5,"Grand List Value","Number",2593510
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Industrial Four LLC",6,"Grand List Value","Number",2524210
"Beacon Falls","0900903250",2013,2014,2016,"SMSP - Connecticut LLC",7,"Grand List Value","Number",2346400
"Beacon Falls","0900903250",2013,2014,2016,"CRC Development LLC",8,"Grand List Value","Number",2057590
"Beacon Falls","0900903250",2013,2014,2016,"Swymour Beacon Falls LLC",9,"Grand List Value","Number",1985520
"Beacon Falls","0900903250",2013,2014,2016,"Mark Leonard",10,"Grand List Value","Number",1792930
"Beacon Falls","0900903250",2013,2014,2016,"Two North Main LLC",1,"Percent of Net Grand List","Percent",2.34
"Beacon Falls","0900903250",2013,2014,2016,"Connecticut Light & Power",2,"Percent of Net Grand List","Percent",1.99
"Beacon Falls","0900903250",2013,2014,2016,"AM Alexandria LLC",3,"Percent of Net Grand List","Percent",0.93
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Enterprises Inc.",4,"Percent of Net Grand List","Percent",0.72
"Beacon Falls","0900903250",2013,2014,2016,"Aquarion Water Co of CT",5,"Percent of Net Grand List","Percent",0.55
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Industrial Four LLC",6,"Percent of Net Grand List","Percent",0.53
"Beacon Falls","0900903250",2013,2014,2016,"SMSP - Connecticut LLC",7,"Percent of Net Grand List","Percent",0.49
"Beacon Falls","0900903250",2013,2014,2016,"CRC Development LLC",8,"Percent of Net Grand List","Percent",0.43
"Beacon Falls","0900903250",2013,2014,2016,"Swymour Beacon Falls LLC",9,"Percent of Net Grand List","Percent",0.42
"Beacon Falls","0900903250",2013,2014,2016,"Mark Leonard",10,"Percent of Net Grand List","Percent",0.38
"Beacon Falls","0900903250",2013,2014,2016,"Two North Main LLC",1,"Percent of Top 10 Total Grand List","Percent",26.67
"Beacon Falls","0900903250",2013,2014,2016,"Connecticut Light & Power",2,"Percent of Top 10 Total Grand List","Percent",22.64
"Beacon Falls","0900903250",2013,2014,2016,"AM Alexandria LLC",3,"Percent of Top 10 Total Grand List","Percent",10.62
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Enterprises Inc.",4,"Percent of Top 10 Total Grand List","Percent",8.21
"Beacon Falls","0900903250",2013,2014,2016,"Aquarion Water Co of CT",5,"Percent of Top 10 Total Grand List","Percent",6.21
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Industrial Four LLC",6,"Percent of Top 10 Total Grand List","Percent",6.05
"Beacon Falls","0900903250",2013,2014,2016,"SMSP - Connecticut LLC",7,"Percent of Top 10 Total Grand List","Percent",5.62
"Beacon Falls","0900903250",2013,2014,2016,"CRC Development LLC",8,"Percent of Top 10 Total Grand List","Percent",4.93
"Beacon Falls","0900903250",2013,2014,2016,"Swymour Beacon Falls LLC",9,"Percent of Top 10 Total Grand List","Percent",4.76
"Beacon Falls","0900903250",2013,2014,2016,"Mark Leonard",10,"Percent of Top 10 Total Grand List","Percent",4.29
"Beacon Falls","0900903250",2013,2014,2016,"Two North Main LLC",1,"Percent of Total Grand List","Percent",2.13
"Beacon Falls","0900903250",2013,2014,2016,"Connecticut Light & Power",2,"Percent of Total Grand List","Percent",1.81
"Beacon Falls","0900903250",2013,2014,2016,"AM Alexandria LLC",3,"Percent of Total Grand List","Percent",0.85
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Enterprises Inc.",4,"Percent of Total Grand List","Percent",0.66
"Beacon Falls","0900903250",2013,2014,2016,"Aquarion Water Co of CT",5,"Percent of Total Grand List","Percent",0.5
"Beacon Falls","0900903250",2013,2014,2016,"Murtha Industrial Four LLC",6,"Percent of Total Grand List","Percent",0.48
"Beacon Falls","0900903250",2013,2014,2016,"SMSP - Connecticut LLC",7,"Percent of Total Grand List","Percent",0.45
"Beacon Falls","0900903250",2013,2014,2016,"CRC Development LLC",8,"Percent of Total Grand List","Percent",0.39
"Beacon Falls","0900903250",2013,2014,2016,"Swymour Beacon Falls LLC",9,"Percent of Total Grand List","Percent",0.38
"Beacon Falls","0900903250",2013,2014,2016,"Mark Leonard",10,"Percent of Total Grand List","Percent",0.34
"Berlin","0900304300",2009,2010,2016,"Rocky River Realty Corp",1,"Grand List Value","Number",165818020
"Berlin","0900304300",2009,2010,2016,"Corbin Russwin Inc.",2,"Grand List Value","Number",25597730
"Berlin","0900304300",2009,2010,2016,"Cedar Brickyard LLC",3,"Grand List Value","Number",23727700
"Berlin","0900304300",2009,2010,2016,"Stonebridge Berlin Assoc. & Stonebridge Berlin 11 Assoc.",4,"Grand List Value","Number",9175700
"Berlin","0900304300",2009,2010,2016,"Atohaas North America Inc.",5,"Grand List Value","Number",8585060
"Berlin","0900304300",2009,2010,2016,"Bre Realty LLC",6,"Grand List Value","Number",8530200
"Berlin","0900304300",2009,2010,2016,"Blue Dog Properties Trust",7,"Grand List Value","Number",7414500
"Berlin","0900304300",2009,2010,2016,"Paradigm Percision Holdings LLC",8,"Grand List Value","Number",7207940
"Berlin","0900304300",2009,2010,2016,"Berlin Comerce Park",9,"Grand List Value","Number",7172000
"Berlin","0900304300",2009,2010,2016,"Bayer Polymer LLC & Sheffield Plastics Inc. & Bayer Business & Tech Service",10,"Grand List Value","Number",6993490
